index,key,category,term_type,description,english,placeholders,rich_text_tags
3127,DM_Ends/End_2_1,DM_Ends,0,Дух Машины,"Yo, bro. We were starting to think you wouldn't show.",,
3128,DM_Ends/End_2_2,DM_Ends,0,Охранник (игрок),"Hey, yeah...",,
3129,DM_Ends/End_2_3,DM_Ends,0,Дух Машины,"Cutie pie's here, so he managed to settle in. And those little eyes are still so kawaii-confused!",,
3130,DM_Ends/End_2_4,DM_Ends,0,Охранник (игрок),"Yeah, I still feel off, honestly.",,
3131,DM_Ends/End_2_5,DM_Ends,0,Дух Машины,"We understand, child. An insight that nature never granted dazzles brighter than the stars.",,
3132,DM_Ends/End_2_6,DM_Ends,0,Дух Машины,Your! Term! Acclimatization!,,
3133,DM_Ends/End_2_7,DM_Ends,0,Охранник (игрок),That's putting it mildly... And still... Did I do everything right this time?,,
3134,DM_Ends/End_2_8,DM_Ends,0,Дух Машины,We hereby inform the subject that the probability of deviation from the required sequence of actions approaches zero.,,
3135,DM_Ends/End_2_9,DM_Ends,0,Охранник (игрок),"That's a relief. Alright then, go on, fix whatever needs fixing.",,
3136,DM_Ends/End_2_10,DM_Ends,0,Дух Машины,"Very well, impatient child, we begin.",,
3137,DM_Ends/End_3_1,DM_Ends,0,Охранник (игрок),What the?! You said I was doing everything right!!!,,
3138,DM_Ends/End_3_2,DM_Ends,0,Дух Машины,"True, child. The true path of the search is the path of mistakes.",,
3139,DM_Ends/End_3_3,DM_Ends,0,Дух Машины,"Bro, we told you, we're not all-powerful.",,
3140,DM_Ends/End_3_4,DM_Ends,0,Дух Машины,"Meanie!!! We're trying our hardest for him here, helping him fix his mistakes, and he's a grumbly-grumps!",,
3141,DM_Ends/End_3_5,DM_Ends,0,Охранник (игрок),Do you even have any idea...,,
3142,DM_Ends/End_3_6,DM_Ends,0,Дух Машины,A question in return for the subject: does the subject have any idea what a drone in a beehive experiences?,,
3143,DM_Ends/End_3_7,DM_Ends,0,Охранник (игрок),N-no...,,
3144,DM_Ends/End_3_8,DM_Ends,0,Дух Машины,"Well, neither do we, bro, we've no idea what it's like for you. If you're tired and giving up, we can toss you back.",,
3145,DM_Ends/End_3_9,DM_Ends,0,Охранник (игрок),N-no need! Okay. I get it. Will it at least work this time?,,
3146,DM_Ends/End_3_10,DM_Ends,0,Дух Машины,Unknown! Undetermined!,,
3147,DM_Ends/End_3_11,DM_Ends,0,Дух Машины,"Alright, bro, easy, it'll all happen in a sec, don't freak out.",,
3148,DM_Ends/End_4_1,DM_Ends,0,Охранник (игрок),"Well, what can I say... long time no see?",,
3149,DM_Ends/End_4_2,DM_Ends,0,Дух Машины,Has the cutie pie thought about his behavior?,,
3150,DM_Ends/End_4_3,DM_Ends,0,Охранник (игрок),"Yeah. I lost my temper for nothing, I admit it.",,
3151,DM_Ends/End_4_4,DM_Ends,0,Дух Машины,Good! He adapts!,,
3152,DM_Ends/End_4_5,DM_Ends,0,Охранник (игрок),"As if I have a choice... Like they say, adapt or die.",,
3153,DM_Ends/End_4_6,DM_Ends,0,Дух Машины,"Well, bro, there's definitely a choice, if...",,
3154,DM_Ends/End_4_7,DM_Ends,0,Охранник (игрок),I'm not tired! Don't put me back. I don't want it all to be for nothing.,,
3155,DM_Ends/End_4_8,DM_Ends,0,Дух Машины,"We confirm, the subject's attitude is favorable. Probability of success is high.",,
3156,DM_Ends/End_4_9,DM_Ends,0,Дух Машины,"Heartening to hear, child, you are rising above your former self. Keep it up when this is all over.",,
3157,DM_Ends/End_4_10,DM_Ends,0,Охранник (игрок),Fair enough. This journey has taught me a lot. But let's not drag it out.,,
3158,DM_Ends/End_4_11,DM_Ends,0,Дух Машины,"Oooh... Our cutie doesn't enjoy our company? Fine, fine, we begin!",,
3159,DM_Ends/End_5_1,DM_Ends,0,Охранник (игрок),"Well, hello again!",,
3160,DM_Ends/End_5_2,DM_Ends,0,Дух Машины,Inspired! Acceptable!,,
3161,DM_Ends/End_5_3,DM_Ends,0,Охранник (игрок),"I've kinda gotten used to it, even a little. I treat it like a game where you can save and replay the levels.",,
3162,DM_Ends/End_5_4,DM_Ends,0,Дух Машины,"Child, that sounds irresponsible... Even we don't allow ourselves such a thing...",,
3163,DM_Ends/End_5_5,DM_Ends,0,Дух Машины,"Come on now, let's not pile on him.",,
3164,DM_Ends/End_5_6,DM_Ends,0,Дух Машины,"We rightly observe, this is a typical defensive reaction for this species.",,
3165,DM_Ends/End_5_7,DM_Ends,0,Охранник (игрок),"Well, maybe so. But I'm curious. What happens to the universes I forget?",,
3166,DM_Ends/End_5_8,DM_Ends,0,Дух Машины,"And what happens to the kitty you once happened to see on the street, kitty-cat?",,
3167,DM_Ends/End_5_9,DM_Ends,0,Охранник (игрок),I get what you're driving at. But I mean specific ones. What happens to them now?,,
3168,DM_Ends/End_5_10,DM_Ends,0,Дух Машины,Which ones?! Name them! Intrigued!,,
3169,DM_Ends/End_5_11,DM_Ends,0,Охранник (игрок),"Well, for example, the one where I was sitting at the desk and...well...uhh... Damn! I sit at the desk everywhere...",,
3170,DM_Ends/End_5_12,DM_Ends,0,Охранник (игрок),"Never mind... Doesn't matter, my head's a mess anyway...",,
3171,DM_Ends/End_5_13,DM_Ends,0,Дух Машины,"There we go, cutie. Don't clutter your little head with junk, or you'll turn boring.",,
3172,DM_Ends/End_5_14,DM_Ends,0,Дух Машины,"Alright, bro, let's roll!",,
3173,DM_Ends/End_6_1,DM_Ends,0,Охранник (игрок),Hi... Uh... Wh-wh-what the...,,
3174,DM_Ends/End_6_2,DM_Ends,0,Дух Машины,"What's wrong, cutie? Are you not the right cutie? Uh-oh-oh...",,
3175,DM_Ends/End_6_3,DM_Ends,0,Дух Машины,The place is correct. An error is highly unlikely.,,
3176,DM_Ends/End_6_4,DM_Ends,0,Дух Машины,Error! Irritating! Lost him!,,
3177,DM_Ends/End_6_5,DM_Ends,0,Охранник (игрок),Ha! Gotcha! You fell for it. Caught you there.,,
3178,DM_Ends/End_6_6,DM_Ends,0,Дух Машины,"A knife in the back, and from our bro! Oh, you're good! Respect to you!",,
3179,DM_Ends/End_6_7,DM_Ends,0,Дух Машины,Jokester! Irritating! There he is!,,
3180,DM_Ends/End_6_8,DM_Ends,0,Дух Машины,"Child, we completely fail to understand this human lying... Why?",,
3181,DM_Ends/End_6_9,DM_Ends,0,Охранник (игрок),So you don't get too comfortable. Keeping you on your toes.,,
3182,DM_Ends/End_6_10,DM_Ends,0,Дух Машины,We have no toes. And no muscle tone to maintain.,,
3183,DM_Ends/End_6_11,DM_Ends,0,Дух Машины,"Come on, what's with us? It was a good prank. Bro, well done, we're rooting for you!",,
3184,DM_Ends/End_6_12,DM_Ends,0,Дух Машины,"Yes-yes, cutie, you little sweetie pie, you had us so worried. But be more careful, what if our little heart can't take it.",,
3185,DM_Ends/End_6_13,DM_Ends,0,Охранник (игрок),"Don't worry. I'm easy to find, hard to lose, and impossible to forget.",,
3186,DM_Ends/End_6_14,DM_Ends,0,Дух Машины,The last part! Doubtful!,,
3187,DM_Ends/End_6_15,DM_Ends,0,Охранник (игрок),Now that one hurt...,,
3188,DM_Ends/End_6_16,DM_Ends,0,Дух Машины,"Okay-okay-okay, cutie, don't take offense. We're starting now.",,
3189,DM_Ends/End_7_1,DM_Ends,0,Охранник (игрок),"Hey. Honestly, I'm starting to lose hope.",,
3190,DM_Ends/End_7_2,DM_Ends,0,Дух Машины,"You sure, bro? Really losing it? Really, hope?",,
3191,DM_Ends/End_7_3,DM_Ends,0,Дух Машины,Lost it?! Where?! A loss! Not a process!,,
3192,DM_Ends/End_7_4,DM_Ends,0,Дух Машины,The child is saying that his soul is ceasing to see the ray of light.,,
3193,DM_Ends/End_7_5,DM_Ends,0,Охранник (игрок),"Yeah, something like that.",,
3194,DM_Ends/End_7_6,DM_Ends,0,Дух Машины,We notify the subject that there is always a chance as long as the subject searches. Ceasing the search is equivalent to reducing the chance to zero.,,
3195,DM_Ends/End_7_7,DM_Ends,0,Охранник (игрок),"Well... I mean... That's true, too, of course.",,
3196,DM_Ends/End_7_8,DM_Ends,0,Дух Машины,Is the cutie pie tired?,,
3197,DM_Ends/End_7_9,DM_Ends,0,Охранник (игрок),"No! Definitely not! That's enough, nothing happened. I just had to catch my breath a little.",,
3198,DM_Ends/End_7_10,DM_Ends,0,Дух Машины,"Good, then, bro, let's begin.",,
3199,DM_Ends/End_8_1,DM_Ends,0,Дух Машины,"Child, where do your thoughts wander? Is something troubling you?",,
3200,DM_Ends/End_8_2,DM_Ends,0,Охранник (игрок),Well... There is something...,,
3201,DM_Ends/End_8_3,DM_Ends,0,Дух Машины,"Bro, are you ti...",,
3202,DM_Ends/End_8_4,DM_Ends,0,Охранник (игрок),I'm NOT tired!!! It's something else. I... How do I put this...,,
3203,DM_Ends/End_8_5,DM_Ends,0,Охранник (игрок),"After all this, I'm not sure that I'm me. Everything is too...unreal.",,
3204,DM_Ends/End_8_6,DM_Ends,0,Дух Машины,"Oh, cutie, don't pay it any mind. We've been through it ourselves.",,
3205,DM_Ends/End_8_7,DM_Ends,0,Дух Машины,"Yeah, bro, we feel you there. Don't sweat it, it'll pass with time.",,
3206,DM_Ends/End_8_8,DM_Ends,0,Охранник (игрок),Time... Right... Very funny.,,
3207,DM_Ends/End_8_9,DM_Ends,0,Дух Машины,Existential! Crisis! Disgusting!,,
3208,DM_Ends/End_8_10,DM_Ends,0,Дух Машины,The subject has nothing to worry about. The phenomenon has a limited period of effect.,,
3209,DM_Ends/End_8_11,DM_Ends,0,Охранник (игрок),And still... Since you've been through this... Where is the real me?,,
3210,DM_Ends/End_8_12,DM_Ends,0,Дух Машины,Everywhere! All over!,,
3211,DM_Ends/End_8_13,DM_Ends,0,Дух Машины,"Child, recall your childhood. You were different then. Does that make the past any less real?",,
3212,DM_Ends/End_8_14,DM_Ends,0,Дух Машины,"Every moment you vanished and were born anew in time, without paying it the slightest attention. Has anything really changed?",,
3213,DM_Ends/End_8_15,DM_Ends,0,Охранник (игрок),"Well... To put it mildly, a lot... Though...in truth everything stayed the same, just different.",,
3214,DM_Ends/End_8_16,DM_Ends,0,Охранник (игрок),"Damn, I'm starting to talk like you now!",,
3215,DM_Ends/End_8_17,DM_Ends,0,Дух Машины,Soooo cuuute!!! Whiskers is learning from us!!! Incredibly cute!!!,,
3216,DM_Ends/End_8_18,DM_Ends,0,Дух Машины,"And we always knew that you and us, bro, are on the same wavelength!",,
3217,DM_Ends/End_8_19,DM_Ends,0,Охранник (игрок),"Some wavelength. I'd call it a tsunami. And I really hope that this time, at least, the tide finally goes out.",,
3218,DM_Ends/End_8_20,DM_Ends,0,Дух Машины,"Have faith, child. We begin.",,
3219,DM_Ends/End_9_1,DM_Ends,0,Охранник (игрок),"Alright! This is the last option! If this combination isn't the one either, I'll despair!",,
3220,DM_Ends/End_9_2,DM_Ends,0,Дух Машины,"And a little hello to you too, cutie!",,
3221,DM_Ends/End_9_3,DM_Ends,0,Дух Машины,"The subject has nothing to worry about. We are examining only this segment of frames. If it exhausts itself, we will begin exploring another.",,
3222,DM_Ends/End_9_4,DM_Ends,0,Дух Машины,"Verily, child, as long as we are with you, the light will not fade. We are certain you will not lose hope.",,
3223,DM_Ends/End_9_5,DM_Ends,0,Охранник (игрок),"Wait, wait... Are you saying that if we fail, we'll just start rolling back even further?",,
3224,DM_Ends/End_9_6,DM_Ends,0,Дух Машины,"Exactly, bro! Cool, right!",,
3225,DM_Ends/End_9_7,DM_Ends,0,Охранник (игрок),"No! That's not cool at all! I signed up to be a guard, not a web browser!",,
3226,DM_Ends/End_9_8,DM_Ends,0,Дух Машины,Enough! Stalling! Irritating! We begin! Integration!,,
3227,DM_Ends/Extra_End_9_1,DM_Ends,0,Дух Машины,Stop! Bring him back!,,
3228,DM_Ends/Extra_End_9_2,DM_Ends,0,Дух Машины,All knowledge is gathered. There is now enough information for the deconstruction and deserialization of the spatial manifestation.,,
3229,DM_Ends/Extra_End_9_3,DM_Ends,0,Дух Машины,We want our normal cutie-guardie back! We want-want-want.,,
3230,DM_Ends/Extra_End_9_4,DM_Ends,0,Дух Машины,"Agreed, giving our bro the runaround isn't honorable!",,
3231,DM_Ends/Extra_End_9_5,DM_Ends,0,Дух Машины,"Then, child, again.",,
3232,DM_Ends/True_Finale_1,DM_Ends,0,Охранник (игрок),Huh? What? I'm here again?,,
3233,DM_Ends/True_Finale_2,DM_Ends,0,Дух Машины,"Rejoice, child, for the light has gathered into a single ray.",,
3234,DM_Ends/True_Finale_3,DM_Ends,0,Дух Машины,"Yes-yes, cutie, now we can remove the very thing it all started with!",,
3235,DM_Ends/True_Finale_4,DM_Ends,0,Охранник (игрок),R-really?,,
3236,DM_Ends/True_Finale_5,DM_Ends,0,Дух Машины,"Yep, for real, bro, we'll deal with the root of the problem.",,
3237,DM_Ends/True_Finale_6,DM_Ends,0,Дух Машины,Excise! Delete! Erase!,,
3238,DM_Ends/True_Finale_7,DM_Ends,0,Охранник (игрок),"And what's this root of the problem, anyway?",,
3239,DM_Ends/True_Finale_8,DM_Ends,0,Дух Машины,"What do you think yourself, cutie?",,
3240,DM_Ends/True_Finale_9,DM_Ends,0,Охранник (игрок),Well... That strange disease?,,
3241,DM_Ends/True_Finale_10,DM_Ends,0,Дух Машины,"To be rid of the consequences, one must eliminate the cause, correct.",,
3242,DM_Ends/True_Finale_11,DM_Ends,0,Охранник (игрок),So why didn't you just delete the disease?,,
3243,DM_Ends/True_Finale_12,DM_Ends,0,Дух Машины,"Well, bro, the reason's obvious.",,
3244,DM_Ends/True_Finale_13,DM_Ends,0,Дух Машины,Lack! Of knowledge!,,
3245,DM_Ends/True_Finale_14,DM_Ends,0,Охранник (игрок),"Ah, right, makes sense. You're a so-so medic...",,
3246,DM_Ends/True_Finale_15,DM_Ends,0,Дух Машины,"Look at that, the cutie's little teeth have come in, he bites!",,
3247,DM_Ends/True_Finale_16,DM_Ends,0,Дух Машины,"You, bro, just... Do the whatsit... Actually, don't!",,
3248,DM_Ends/True_Finale_17,DM_Ends,0,Дух Машины,We hereby inform the subject of the fact that in dissection we have no equal!,,
3249,DM_Ends/True_Finale_18,DM_Ends,0,Охранник (игрок),"Right, God's gift to pathology, sure.",,
3250,DM_Ends/True_Finale_19,DM_Ends,0,Дух Машины,Precisely! Also! Medicine!,,
3251,DM_Ends/True_Finale_20,DM_Ends,0,Охранник (игрок),"Alright, alright, I hear you. So what knowledge did you gather?",,
3252,DM_Ends/True_Finale_21,DM_Ends,0,Дух Машины,"A thread from every corner of the world, child.",,
3253,DM_Ends/True_Finale_22,DM_Ends,0,Дух Машины,"Whiskers, don't trouble your head, you wouldn't understand anyway.",,
3254,DM_Ends/True_Finale_23,DM_Ends,0,Дух Машины,"Yeah, bro, that stuff'd blow your lid clean off. You don't need it.",,
3255,DM_Ends/True_Finale_24,DM_Ends,0,Охранник (игрок),"Hmm... Well, I suppose so. Considering all these multidimensions still give me the creeps...",,
3256,DM_Ends/True_Finale_25,DM_Ends,0,Дух Машины,"Exactly, cutie. You get it yourself. And we wish you no harm, so we won't tell.",,
3257,DM_Ends/True_Finale_26,DM_Ends,0,Охранник (игрок),So... What now? You'll fix everything?,,
3258,DM_Ends/True_Finale_27,DM_Ends,0,Дух Машины,Yes! Easily!,,
3259,DM_Ends/True_Finale_28,DM_Ends,0,Охранник (игрок),And with no lasting effects?,,
3260,DM_Ends/True_Finale_29,DM_Ends,0,Дух Машины,"And with no causes, child.",,
3261,DM_Ends/True_Finale_30,DM_Ends,0,Охранник (игрок),"I really hope so. And so, I take it, we'll never see each other again?",,
3262,DM_Ends/True_Finale_31,DM_Ends,0,Дух Машины,"Bro, we always see each other.",,
3263,DM_Ends/True_Finale_32,DM_Ends,0,Дух Машины,"Yep-yep, in your little heart we're forever, cutie.",,
3264,DM_Ends/True_Finale_33,DM_Ends,0,Охранник (игрок),"Well, this I definitely won't forget... I can't even imagine how I'll go on living an ordinary life...",,
3265,DM_Ends/True_Finale_34,DM_Ends,0,Дух Машины,"Child, you took a guard job in a place like this... Your life is already anything but ordinary.",,
3266,DM_Ends/True_Finale_35,DM_Ends,0,Охранник (игрок),Hard to argue with that... And still... Where are you from?,,
3267,DM_Ends/True_Finale_36,DM_Ends,0,Дух Машины,"Ooh, what personal little questions!",,
3268,DM_Ends/True_Finale_37,DM_Ends,0,Дух Машины,"Child, it's far too long a story. You wouldn't live to the end. The human existence is far too brief.",,
3269,DM_Ends/True_Finale_38,DM_Ends,0,Охранник (игрок),But I could...,,
3270,DM_Ends/True_Finale_39,DM_Ends,0,Дух Машины,Child!,,
3271,DM_Ends/True_Finale_40,DM_Ends,0,Охранник (игрок),O-okay... Got it...,,
3272,DM_Ends/True_Finale_41,DM_Ends,0,Дух Машины,"Come on, bro, it's time to say goodbye.",,
3273,DM_Ends/True_Finale_42,DM_Ends,0,Дух Машины,"Aww, theeere it is. Time for the cutie pie to go. Boo-hoo! We'll remember you!",,
3274,DM_Ends/True_Finale_43,DM_Ends,0,Дух Машины,"Yes, child, enjoy your worldly life, you've earned it.",,
3275,DM_Ends/True_Finale_44,DM_Ends,0,Дух Машины,The subject may consider himself a hero. But the subject had best keep quiet about his heroism. Others won't understand.,,
3276,DM_Ends/True_Finale_45,DM_Ends,0,Дух Машины,Go! Sleep! We'll! Handle it!,,
3277,DM_Ends/True_Finale_46,DM_Ends,0,Охранник (игрок),"Well... Alright. Farewell...farewells, I guess...",,
3278,DM_Ends/AI_conf_1_1,DM_Ends,0,Дух Машины,"So. It's done, sweetheart. That cutie AM0N won't be able to hold the coherence of its little nodes anymore.",,
3279,DM_Ends/AI_conf_1_2,DM_Ends,0,Дух Машины,"Check it out, this one's so happy he isn't even moving!",,
3280,DM_Ends/AI_conf_1_3,DM_Ends,0,Дух Машины,Gratitude! Give it! Now! To us!,,
3281,DM_Ends/AI_conf_1_4,DM_Ends,0,Дух Машины,Sweetheart...?,,
3282,DM_Ends/AI_conf_1_5,DM_Ends,0,Дух Машины,Hello?! Meaty one!,,
3283,DM_Ends/AI_conf_1_6,DM_Ends,0,Дух Машины,The whiskered cutie pie really has frozen in this adorable pose.,,
3284,DM_Ends/AI_conf_1_7,DM_Ends,0,Дух Машины,"We hereby inform our own inattentive selves that absolutely everything has frozen, without exception.",,
3285,DM_Ends/AI_conf_1_8,DM_Ends,0,Дух Машины,Knowledge! A void! Sate it!,,
3286,DM_Ends/AI_conf_1_9,DM_Ends,0,Дух Машины,"Let's fire up our multidimensional contraption, quick! Can't even enjoy the moment here!",,
3287,DM_Ends/AI_conf_2_1,DM_Ends,0,Дух Машины,Again! He's! Frozen!,,
3288,DM_Ends/AI_conf_2_2,DM_Ends,0,Дух Машины,Did the naive child imagine the result would change without a cause?,,
3289,DM_Ends/AI_conf_2_3,DM_Ends,0,Дух Машины,This whiskered fella still hasn't figured out that the bet won't pay off without all the trump cards.,,
3290,DM_Ends/AI_conf_2_4,DM_Ends,0,Дух Машины,Maybe the cutie just likes standing there like a silly little statue?,,
3291,DM_Ends/AI_conf_2_5,DM_Ends,0,Дух Машины,Humans! Strange! Amusing!,,
3292,DM_Ends/AI_conf_2_6,DM_Ends,0,Дух Машины,"If the child is tired, one can always take a rest beside the River of Ages.",,
3293,DM_Ends/AI_conf_2_7,DM_Ends,0,Дух Машины,We wait!,,
3294,DM_Ends/AI_conf_2_8,DM_Ends,0,Дух Машины,So what're we waiting for? Care to tell us?,,
3295,DM_Ends/AI_conf_2_9,DM_Ends,0,Дух Машины,We pay it no mind; it makes no difference when the process itself is beautiful.,,
3296,DM_Ends/AI_conf_2_10,DM_Ends,0,Дух Машины,We simply contemplate the moment when everything froze.,,
3297,DM_Ends/AI_conf_2_11,DM_Ends,0,Дух Машины,Adorably glassy.,,
3298,DM_Ends/AI_conf_2_12,DM_Ends,0,Дух Машины,Fine! Enough!,,
3299,DM_Ends/AI_conf_2_13,DM_Ends,0,Дух Машины,We ask ourselves not to waste space-time and to continue the search.,,
3300,DM_Ends/Symby_conf_1_1,DM_Ends,0,Дух Машины,The changes are integrated. The probability of disrupting or blurring personal boundaries is zero.,,
3301,DM_Ends/Symby_conf_1_2,DM_Ends,0,Охранник (игрок),Oh! Cool!,,
3302,DM_Ends/Symby_conf_1_3,DM_Ends,0,Дух Машины,"So, whiskered cutie pie, proud of yourself?",,
3303,DM_Ends/Symby_conf_1_4,DM_Ends,0,Охранник (игрок),Of whom?,,
3304,DM_Ends/Symby_conf_1_5,DM_Ends,0,Дух Машины,Of! Yourself!,,
3305,DM_Ends/Symby_conf_1_6,DM_Ends,0,Охранник (игрок),And who's that?,,
3306,DM_Ends/Symby_conf_1_7,DM_Ends,0,Дух Машины,"You, child...",,
3307,DM_Ends/Symby_conf_1_8,DM_Ends,0,Охранник (игрок),Who???,,
3308,DM_Ends/Symby_conf_1_9,DM_Ends,0,Дух Машины,"YOU, who else!! Quit stalling! What's the matter with you?!",,
3309,DM_Ends/Symby_conf_1_10,DM_Ends,0,Охранник (игрок),With whom?,,
3310,DM_Ends/Symby_conf_1_11,DM_Ends,0,Дух Машины,...,,
3311,DM_Ends/Symby_conf_1_12,DM_Ends,0,Дух Машины,"Child, tell us you're joking, we beg you...",,
3312,DM_Ends/Symby_conf_1_13,DM_Ends,0,Охранник (игрок),Who???,,
3313,DM_Ends/Symby_conf_1_14,DM_Ends,0,Дух Машины,Now then! We're asking it wrong. We'll show how it's done.,,
3314,DM_Ends/Symby_conf_1_15,DM_Ends,0,Дух Машины,Who was it that handled all that paper-pushing to solve the problems?,,
3315,DM_Ends/Symby_conf_1_16,DM_Ends,0,Охранник (игрок),The guard at the checkpoint.,,
3316,DM_Ends/Symby_conf_1_17,DM_Ends,0,Дух Машины,"There! Good! And this very guard, what sort of guy is he?",,
3317,DM_Ends/Symby_conf_1_18,DM_Ends,0,Охранник (игрок),A hero!!!,,
3318,DM_Ends/Symby_conf_1_19,DM_Ends,0,Дух Машины,"If you don't praise yourself, no one will, right, cutie?",,
3319,DM_Ends/Symby_conf_1_20,DM_Ends,0,Охранник (игрок),Praise whom?,,
3320,DM_Ends/Symby_conf_1_21,DM_Ends,0,Дух Машины,"Enough, he's playing dumb far too adorably. We can't take it anymore, we're about to melt!",,
3321,DM_Ends/Symby_conf_1_22,DM_Ends,0,Дух Машины,Search! Outcome! Another!,,
3322,DM_Ends/Symby_conf_2_1,DM_Ends,0,Дух Машины,"And here you are again, naive child...",,
3323,DM_Ends/Symby_conf_2_2,DM_Ends,0,Охранник (игрок),Who?,,
3324,DM_Ends/Symby_conf_2_3,DM_Ends,0,Дух Машины,You're! To blame!,,
3325,DM_Ends/Symby_conf_2_4,DM_Ends,0,Охранник (игрок),Who's to blame? Blame for what?,,
3326,DM_Ends/Symby_conf_2_5,DM_Ends,0,Дух Машины,The guard-subject is to blame. He is charged with wasting space-time!,,
3327,DM_Ends/Symby_conf_2_6,DM_Ends,0,Охранник (игрок),He's a hero!!!,,
3328,DM_Ends/Symby_conf_2_7,DM_Ends,0,Дух Машины,A hero who lost himself in the abyss of his own self... Woeful.,,
3329,DM_Ends/Symby_conf_2_8,DM_Ends,0,Охранник (игрок),What...,,
3330,DM_Ends/Symby_conf_2_9,DM_Ends,0,Дух Машины,Stop it! Again!,,
3331,DM_Ends/Mecha_conf_1_1,DM_Ends,0,Дух Машины,"Whoop! Well then, we've dealt with the little problem of the uninvited life forms.",,
3332,DM_Ends/Mecha_conf_1_2,DM_Ends,0,Дух Машины,Uh-oh...,,
3333,DM_Ends/Mecha_conf_1_3,DM_Ends,0,Дух Машины,Child...,,
3334,DM_Ends/Mecha_conf_1_4,DM_Ends,0,Дух Машины,Guess we kinda overdid it there.,,
3335,DM_Ends/Mecha_conf_1_5,DM_Ends,0,Дух Машины,That turned out awkward... But he's such a little sweetie right now.,,
3336,DM_Ends/Mecha_conf_1_6,DM_Ends,0,Дух Машины,"Hey, what are we on about? What sweetie? We don't agree with this nonsense!",,
3337,DM_Ends/Mecha_conf_1_7,DM_Ends,0,Дух Машины,"Well, we didn't ask us! A sweetie, and that's final!",,
3338,DM_Ends/Mecha_conf_1_8,DM_Ends,0,Дух Машины,Enough! Arguing! Data! Gather it!,,
3339,DM_Ends/Mecha_conf_1_9,DM_Ends,0,Дух Машины,"We fully agree with ourselves, we must seek other answers.",,
3340,DM_Ends/Mecha_conf_2_1,DM_Ends,0,Дух Машины,"Child, can it be that your mind is screaming in agony?",,
3341,DM_Ends/Mecha_conf_2_2,DM_Ends,0,Дух Машины,"Oh, look! He's a little sweetie again! So naive. Did he think something had changed?",,
3342,DM_Ends/Mecha_conf_2_3,DM_Ends,0,Дух Машины,Enlightenment! Realization! Meat! Burnout!,,
3343,DM_Ends/Mecha_conf_2_4,DM_Ends,0,Дух Машины,We hope the child won't make us behold this agony again...,,
3344,DM_Ends/Mecha_conf_2_5,DM_Ends,0,Дух Машины,Again!,,
3345,DM_Ends/Diab_conf_1_1,DM_Ends,0,Дух Машины,"Exorcizamus te, omnis immundus spiritus, omnis satanica potestas...",,
3346,DM_Ends/Diab_conf_1_2,DM_Ends,0,Дух Машины,"Omnis incursio infernalis adversarii, omnis legio, omnis congregatio et secta diabolica.",,
3347,DM_Ends/Diab_conf_1_3,DM_Ends,0,Охранник (игрок),What?,,
3348,DM_Ends/Diab_conf_1_4,DM_Ends,0,Дух Машины,"Just reciting a bit, to strip all that half-witted gibberish of its meaning.",,
3349,DM_Ends/Diab_conf_1_5,DM_Ends,0,Охранник (игрок),"Ah. Got it. Yeah, those mushroom folk still give me the creeps.",,
3350,DM_Ends/Diab_conf_1_6,DM_Ends,0,Дух Машины,"Rejoice, child, for minstrels shall compose legends of our deeds.",,
3351,DM_Ends/Diab_conf_1_7,DM_Ends,0,Охранник (игрок),Why?,,
3352,DM_Ends/Diab_conf_1_8,DM_Ends,0,Дух Машины,"Pathos, buddy. Pathos is everything.",,
3353,DM_Ends/Diab_conf_1_9,DM_Ends,0,Охранник (игрок),"Pathos can't decide anything, it doesn't even exist. What's the point of wasting energy on it?",,
3354,DM_Ends/Diab_conf_1_10,DM_Ends,0,Дух Машины,"You tell us, whiskered cutie pie. Why do you humans keep making art?",,
3355,DM_Ends/Diab_conf_1_11,DM_Ends,0,Охранник (игрок),How should I know? A pointless waste of energy. And resources.,,
3356,DM_Ends/Diab_conf_1_12,DM_Ends,0,Дух Машины,Hey! Are you trying to mock us?!,,
3357,DM_Ends/Diab_conf_1_13,DM_Ends,0,Охранник (игрок),"Now a good meal and a nap in a soft little bed, now that's a joy, yeah!",,
3358,DM_Ends/Diab_conf_1_14,DM_Ends,0,Дух Машины,"We do not complain, child. It is but one of your worldly facets. So kindly answer: What do you go by?",,
3359,DM_Ends/Diab_conf_1_15,DM_Ends,0,Охранник (игрок),"Well, usually by foot. Strange question...",,
3360,DM_Ends/Diab_conf_1_16,DM_Ends,0,Дух Машины,"Look at that, the cutie's sense of humor has come in.",,
3361,DM_Ends/Diab_conf_1_17,DM_Ends,0,Охранник (игрок),A sense can't 'come in'; you're talking nonsense.,,
3362,DM_Ends/Diab_conf_1_18,DM_Ends,0,Дух Машины,Strange! Suspicion! Traffic light! The rules! Name them!,,
3363,DM_Ends/Diab_conf_1_19,DM_Ends,0,Охранник (игрок),There's one rule: to glow in different colors.,,
3364,DM_Ends/Diab_conf_1_20,DM_Ends,0,Дух Машины,"Regrettable, everything is devoid of meaning...",,
3365,DM_Ends/Diab_conf_1_21,DM_Ends,0,Дух Машины,"It's amazing you understand words at all, cutie. Must be our closeness.",,
3366,DM_Ends/Diab_conf_1_22,DM_Ends,0,Дух Машины,The search! Has! Meaning! Another! Plane!,,
3367,DM_Ends/Diab_conf_2_1,DM_Ends,0,Дух Машины,"And what for, child?",,
